"#TAXONOMY","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV2080","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata"
"ASV2081","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV2082","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2083","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV2084","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV2085","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV2086","Bacteria","RCP2-54",NA,NA,NA,NA
"ASV2087","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV2088","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV2089","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella"
"ASV2090","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2091","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV2092","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV2093","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales",NA,NA
"ASV2094","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV2095","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter"
"ASV2096","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV2097","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV2098","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV2099","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV2100","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV2101","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV2102","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV2103","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV2104","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV2105","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV2106","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV2107","Bacteria","Chloroflexi",NA,NA,NA,NA
"ASV2108","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV2109","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2110","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA
"ASV2111","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2112","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2113","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA
"ASV2114","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV2115","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV2116","Bacteria","Bacteroidota","Bacteroidia","Cytophagales",NA,NA
"ASV2117","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"ASV2118","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2119","Bacteria","Planctomycetota","OM190",NA,NA,NA
"ASV2120","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV2121","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA
"ASV2122","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ideonella"
"ASV2123","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV2124","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter"
"ASV2125","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"ASV2126","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV2127","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA
"ASV2128","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV2129","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04"
"ASV2130","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales",NA,NA
"ASV2131","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV2132","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Filimonas"
"ASV2133","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV2134","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV2135","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"ASV2136","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"ASV2137","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2138","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"ASV2139","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV2140","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Verrucosispora"
"ASV2141","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV2142","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV2143","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV2144","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV2145","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV2146","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"ASV2147","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV2148","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2149","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV2150","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV2151","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"ASV2152","Bacteria","Desulfobacterota",NA,NA,NA,NA
"ASV2153","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Caryophanon"
"ASV2154","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV2155","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7"
"ASV2156","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia"
"ASV2157","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV2158","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV2159","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2160","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ASV2161","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2162","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"ASV2163","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV2164","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",NA
"ASV2165","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"ASV2166","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"ASV2167","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f",NA,NA
"ASV2168","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Edaphobacter"
"ASV2169","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV2170","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV2171","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"ASV2172","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8",NA
"ASV2173","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV008"
"ASV2174","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA
"ASV2175","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV2176","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV2177","Bacteria","Patescibacteria","Parcubacteria","Candidatus Nomurabacteria",NA,NA
"ASV2178","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV2179","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV2180","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV2181","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"ASV2182","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA
"ASV2183","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV2184","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV2185","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Pasteuria"
"ASV2186","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"ASV2187","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV2188","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV2189","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV2190","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA
"ASV2191","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2192","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"ASV2193","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2194","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata"
"ASV2195","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV2196","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV2197","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV2198","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV2199","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV2200","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV2201","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV2202","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7"
"ASV2203","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV2204","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"ASV2205","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2206","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"ASV2207","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV2208","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium"
"ASV2209","Bacteria","Chloroflexi","Ktedonobacteria","C0119",NA,NA
"ASV2210","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV2211","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV2212","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV2213","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV2214","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin516"
"ASV2215","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae",NA
"ASV2216","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"ASV2217","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV2218","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV2219","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2220","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV2221","Bacteria","Patescibacteria","Parcubacteria","Candidatus Nomurabacteria",NA,NA
"ASV2222","Bacteria","Firmicutes","Bacilli","Entomoplasmatales","type III",NA
"ASV2223","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"ASV2224","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"ASV2225","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV2226","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2227","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV2228","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV2229","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV2230","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales",NA,NA
"ASV2231","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV2232","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV2233","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV2234","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV2235","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 15",NA,NA
"ASV2236","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2237","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"ASV2238","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"ASV2239","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV2240","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"ASV2241","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ASV2242","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella"
"ASV2243","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV2244","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV2245","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"ASV2246","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV2247","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA
"ASV2248","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV2249","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2250","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV2251","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium"
"ASV2252","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ASV2253","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV2254","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2255","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"ASV2256","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV2257","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV2258","Bacteria","Actinobacteriota","Thermoleophilia",NA,NA,NA
"ASV2259","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV2260","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV2261","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"ASV2262","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"ASV2263","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"ASV2264","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV2265","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV2266","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV2267","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"ASV2268","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae",NA
"ASV2269","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2270","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"ASV2271","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV2272","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV2273","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ASV2274","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"ASV2275","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV2276","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter"
"ASV2277","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"ASV2278","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2279","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV2280","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"ASV2281","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter"
"ASV2282","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"ASV2283","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2284","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV2285","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV2286","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV2287","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV2288","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV2289","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV2290","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV2291","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV2292","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2293","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium"
"ASV2294","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"ASV2295","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV2296","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV2297","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans"
"ASV2298","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA
"ASV2299","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV2300","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"ASV2301","Bacteria","Actinobacteriota","Actinobacteria","Catenulisporales","Actinospicaceae","Actinospica"
"ASV2302","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV2303","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA
"ASV2304","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV2305","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA
"ASV2306","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"ASV2307","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"ASV2308","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"ASV2309","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV2310","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV2311","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV2312","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV2313","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV2314","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter"
"ASV2315","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"ASV2316","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya"
"ASV2317","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"ASV2318","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24",NA,NA
"ASV2319","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Crossiella"
"ASV2320","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV2321","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV2322","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV2323","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV2324","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV2325","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"ASV2326","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA
"ASV2327","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV2328","Bacteria","Bacteroidota","Ignavibacteria","SJA-28",NA,NA
"ASV2329","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium"
"ASV2330","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV2331","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"ASV2332","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","CPla-3 termite group",NA
"ASV2333","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV2334","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola"
"ASV2335","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV2336","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV2337","Bacteria","Elusimicrobiota","Lineage IIa",NA,NA,NA
"ASV2338","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter"
"ASV2339","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV2340","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"ASV2341","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7"
"ASV2342","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV2343","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV2344","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV2345","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV2346","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"ASV2347","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV2348","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
